_181500820,120
_181500589,116
_181500405,100
_181500172,100
_181500145,100
_181500823,100
_181500626,100
_181500765,100
_181500381,100
_181500637,100
_181500527,100
_181500354,100
_181500385,100
_181500519,100
_181500512,90
_181500506,85
_181500742,80
_181500177,80
_181500195,80
_181500650,80
_181500218,80
_181500074,80
_181500128,80
_181500448,80
_181500327,60
_181500281,60
_181500060,60
_181500400,60
_181500832,60
_181500831,60
_181500764,60
_181500075,60
_181500603,60
_181500484,60
_181500549,40
_181500304,40
_181500778,30
_181500184,20
