_181500792,420
_181500475,420
_181500801,420
_181500703,420
_181500829,420
_181500292,420
_181500781,420
_181500581,420
_181500272,420
_181500562,420
_181500413,420
_181500678,420
_181500554,420
_181500498,420
_181500555,420
_181500422,420
_181500529,420
_181500336,420
_181500507,412.73
_181500486,412.5
_181500625,400
_181500627,400
_181500423,400
_181500370,400
_181500066,400
_181500598,400
_181500524,400
_181500762,390
_181500017,390
_181500767,390
_181500410,390
_181500394,390
jai_xvi,390
_181500783,388.75
_181500714,380
_181500096,380
_181500611,370
_181500124,360
_181500289,360
_181500408,360
_181500192,357.14
_181500411,350
_181500270,350
_181500606,350
_181500125,350
_181500040,350
_181500303,350
_181500495,350
_181500376,350
_181500608,350
_181500563,347.27
_181500417,347.14
_181500032,330
_181500053,320
_181500059,306.25
_181500135,300
_181500528,297.27
_181500201,280
_181500144,280
_181500343,199.87
_181500424,180
_181500666,60
[deleted],60
[deleted],60
_181500841,20
its_rishabh624,0
_181500295,360
_181500313,360
_181500668,360
_181500298,360
_181500721,360
_181500732,360
_181500378,340
_181500654,330
_181500509,330
_181500170,320
_181500047,310
_181500036,300
abhishekjais22,300
_181500363,300
_181500774,300
_181500372,300
_181500609,300
_181500492,300
_181500320,300
_181500392,300
_181500160,300
_181500653,300
_181500206,300
_181500242,287.14
_181500587,282.86
_181500382,280
_181500835,280
_181500745,270
_181500508,270
_181500582,270
_191599010,270
_181500632,270
_181500708,270
_181500458,270
_181500615,260
_181500202,250
_181500414,250
_181500356,250
_181500824,240
_181500148,240
_181500126,240
_181500624,240
_181500749,240
_181500768,240
_181500669,238
_181500169,220
_181500198,220
_181500594,220
_181500342,212.73
_181500019,210
_181500809,210
_181500261,200
BhanuMaxias,200
_181500217,200
_181500395,180
_181500219,180
_181500056,140
_181500798,120
_181500386,90
_181500566,80
[deleted],60
_181500340,60
pandey143sonu,0
_181500497,480
_181500569,472
_181500590,472
_181500315,468.57
_181500830,460
_181500803,460
_181500337,460
_181500377,460
_181500117,460
_181500294,460
_181500397,460
_181500330,460
_181500091,460
_181500403,460
_181500401,460
_181500077,460
_181500793,457
_181500346,456.25
_181500704,456.25
_181500150,447.14
_181500302,440
_181500799,440
_181500583,440
_181500421,440
_181500441,440
_181500311,430
_181500307,430
_181500696,430
_181500104,430
_181500728,430
_181500210,430
_181500819,430
_181500641,420
_181500738,420
_181500190,417.14
_181500760,412
_181500523,410
_181500482,410
_181500373,407.14
_181500222,400
_181500109,398
_181500643,397
_181500339,396.25
Mohit181500390,390
_181500136,390
_181500438,390
_181500225,390
_181500072,388.57
_181500737,387.14
_181500312,387.14
_181500182,380
_181500588,380
_181500151,380
_191599009,370
_181500675,360
_181500081,360
_181500787,340
_181500326,340
_181500364,325.45
_181500341,320
_181500054,320
_181500238,310
_181500559,307.14
_181500825,302.86
_181500621,300
_181500459,215.45
_181500212,180
sajalsijariya,180
shubham_saraswat,180
ashishag639,90
_181500390,60
_181500283,30
_181500291,30
_181500795,20
coderkabh,0
_181500820,476.25
_181500589,476
_181500405,460
_181500823,460
_181500519,460
_181500448,440
_181500626,430
_181500172,430
_181500637,430
_181500381,430
_181500512,420
_181500764,420
_181500354,417.14
_181500527,400
_181500145,400
_181500177,400
_181500650,390
_181500218,390
_181500128,390
_181500074,390
_181500484,390
_181500831,390
_181500400,387
_181500075,376.25
_181500385,370
_181500281,364
_181500778,360
_181500549,350
_181500304,350
_181500060,340
_181500327,340
_181500765,330
_181500195,330
_181500742,320
_181500506,305
_181500832,291.42
_181500309,270
_181500603,150
_181500184,60
_181500265,40
_181500785,420
_181500366,416.25
_181500552,412.25
_181500713,396.25
_181500727,396.25
_181500539,396.25
_181500471,396.25
_181500755,396.25
_181500142,392.5
_181500050,376.25
_181500118,376.25
_181500602,376.25
_181500426,360
_181500759,360
_181500133,356.25
_181500724,356.25
_181500754,356.25
_181500725,356.25
_181500746,356.25
_181500051,349.14
_181500412,346.25
_181500640,341.25
_181500692,341.25
_181500596,340
_181500301,340
_181500630,338.75
__181500062,336.25
_181500501,330
_181500635,326.25
_181500002,320
_181500073,320
_181500323,310
_171500168,300
satyam_singh_cs3,300
_181500155,296.25
_181500284,296.25
_181500163,290
_181500404,286.25
_181500114,260
_181500634,252.5
_181500350,251.25
_181500197,250
_181500228,240
_181500720,236.25
_181500719,236.25
_181500797,230
_181500305,230
_181500466,210
_181500365,210
_191599013,198
_181500021,198
_181500027,196
_181500187,170
_181500058,150
_181500273,150
rajatbharti015,146.25
_181500681,101.25
_191599005,90
chaturvedianuj11,60
_181500220,60
JuhiAgarwal7,60
_191599012,50
akshatdwivedi23,20
_181500062,20
_181500162,20
_181500180,480
_181500686,480
shipra_171500317,460
_181500200danish,460
_181500457,460
_181500468,460
_181500147,440
_181500434,440
_181500157,440
_181500444,440
_181500496,435.71
_181500450,430
_181500267,420
_181500271,406.25
_181500291,401
_181500806,400
_181500449,400
_181500209,362.73
_181500821,362.73
_181500407,360
_181500463,341.43
_181500134,340
_181500250,317.14
_181500567,310
shashank_yadav11,310
_181500362,310
_181500299,306.25
siddhant123anand,300
_181500543,285.59
_181500431,280
_181500702,280
_181500731,276.25
_181500613,260
_181500671,246.25
_181500758,236.25
rahul_sharma_cs2,220
_181500110,220
_181500333,215.45
Leviathan225,206.25
_181500651,200
_181500817,197.14
_161500139,196
_181500493,195.9
_181500684,191.3
_191599018,190
_191599006,190
_181500322,180
_161500139a,176.25
_181500442,160
_181500269,156.25
str1ver,150
_181500530,140
_181500173,140
_181500211,140
_181500840,130
[deleted],90
snehil_gla_cs18,70
ayush_pathak_cs1,60
krishna_kant_cs1,60
_181500705,50
anuragtripathi,30
_181500757,20
_181500089,20
ayush_gupta_cs18,20
Ravi_161500441,0
_181500664,420
_181500661,420
_181500119,420
_181500090_,420
_171500128,420
_181500579,420
_181500306,416.25
_181500233,400
_171500063,400
_181500813,400
_181500146,396.25
_181500205,385
_181500747,380
_181500016,380
181500013_abhis,370
_181500189,370
_181500179,370
_171500226,360
_171500271,360
_181500257,360
_181500166,356.25
_181500108,340
_181500025,336.25
_181500504,330
_181500039,326.25
_181500685,314.28
_181500165,310
_181500743,306.25
_181500584,300
madhav_lomash_c1,300
avi_vivek_cs18,296.25
_181500193,290
_181500573,280
_181500310,272.5
_181500279,270
_171500148,270
_181500693,260
181500297_JAYESH,250
abhishek_pande21,240
_181500132arunps,230
_181500262,216.25
181500278_Isha,210
_181500659,210
_181500633,210
_181500769,180
pankaj_upadhyay1,180
_181500699,180
_181500491,170
G_181500816,140
bharti_sharma_c1,128.75
_181500003,120
_181500028,100
_181500130,100
aman_gupta1_cs18,90
harshit_srivast6,86.25
G_51_stutikakkar,60
IshaParveen,40
vinay_sharma_cs1,40
vinay_sharma9027,30
_181500264,480
_181500510,480
_171500174,480
_171500333,480
_181500328,480
_171500232,480
_181500682,480
_181500597,480
_181500478,480
_181500116,480
_181500433,480
_181500086,476.25
_171500272,476.25
_181500367,471.25
_181500763,460
_181500805,440
_181500088,430
_181500329,420
_181500521,420
_181500432,420
_181500154,420
_181500063,420
_181500097,400
_181500734,386.25
_181500604,380
_181500548,376.25
_181500358,362.86
_181500105,360
_181500535,360
_181500645,360
_181500006,352.86
_181500347,350
_181500752,348.75
_181500744,336.25
_181500388,320
_181500470,310
_181500159,300
_181500526,300
_181500208,296.25
_181500241,290
_181500188,282.53
_181500277,280
_181500812,272.5
_181500700,255.71
_181500268,255.71
prasant_kumar_c1,250.45
_181500229,250
_181500595,236.25
_181500766,225
_181500023,220
_181500698,220
_181500639,210
_181500232,190
chanchal_kaushi1,180
ishant_goyal_cs1,180
_181500776,160
harshvcode,150
_181500514,140
Takeshi_Kovacs,120
_181500223,90
ramanradha043,60
Vishal_812,60
astitva2000,40
_181500185,0
_181500537,363.39
_171500092,362
_181500622,346.25
_181500115,340
_181500464,340
_181500100,315
_181500379,300
_181500430,300
_181500565,300
_181500490,300
_181500055,300
_181599004,300
_181500838,297.14
_181500775,292.5
_181500790,284
_181500084,280
_181500679,272.86
_181500001,272.73
_181500836,270
_181500680,270
_181500203,270
_181500515,270
_181500300,266.25
_181500049,261.04
_171500358,260
_181500834,250
_181599002,250
_181500456,240
yogesh_saraswat1,240
_181500453,240
_181500183,232
_181500610,225.71
_181500722,220
_181500360,210
_181500221,210
_171500178,210
srishti_mishra21,200
_181500011,200
_181500818,192.86
_181500489,190
_171500169,180
_181500048,180
_181500542,180
_181500419,180
_181500258,180
_171500193,180
_181500251,160
_191599007,160
_181500353,150
_171500258,150
shikhar_khare_c2,150
_161500445,150
_181500601,140
_181500318,120
__191599019,120
gcfl181500788,120
_181599003,108
kishan_bind_cs18,90
_171500383,80
ranjan_kumar_cs1,60
_181500796,60
_181500138,50
_181500663,40
prashant_dubey_2,30
_181500285,30
siddharth_rai_h2,30
_181500667,0
I_181500430,0
_181500649,476
_181500756,472
_181500332,460
_181500740,460
_181500319,460
_181500578,460
_181500710,460
_181500046,460
_181500688,460
_181500112,440
_181500068,440
_181500723,439.11
_181500231,430
_181500045,420
_181500037,420
_181500652,420
_181500127,419.1
_181500454,412.5
_181500335,412
_181500780,410
_181500338,410
_181500445,410
_181500008,410
_181500152,406.25
_181500181,400
_181500551,400
_181500427,392
_181500481,380
_181500254,376.25
_181500536,370
_181500252,370
_181500568,350
_181500308,350
_181500246,340
_181500572,340
_181500129,336.25
_181500156,322.73
_181500106,320
_181500009,310
_181500628,310
_181500213,310
_181500240,300
_181500316,300
_181500244,295.71
_181500351,290
_181500286,285.45
_181500777,282.86
_181500042,280
_181500447,270
_181500558,270
_181500012,245.71
_181500503,242.73
manoj_chaudhary4,240
himalaya_singh_1,240
_181500199,230
181500087__,220
_181500476,220
_181500750,210
_181500255,202.86
_181500348,180
_181500460,170
_181500739,117.14
_181500505,90
vansh_rishi_cs18,60
harsh9876,60
_181500541,60
A_171500043,40
_181500000,20
singhishika575,20
_171500043,20
Devashish_cs18,0
abhip1,0
_181500085,450
_181500120,450
_181500153,450
_181500123,450
_181500577,446.25
_181500730,430
_181500570,418.89
_181500612,408.18
_181500107,400
_181500287,398.18
_181500420,384.43
_181500393,374.43
_181500248,373.18
_181500030,358.18
_181500093,348.18
_181500811,332
_181500260,328.18
_181500657,326.25
_181500683,316.25
_181500437,308.18
_181500770,305
_181500383,290
_181500516,278.18
_181500791,278.18
_181500833,270
_181500263,263.18
ritik_kumar_cs18,262.73
_181500314,260
_181500648,250
_181500274,248.57
_181500499,238.18
_198420005,230
_181500623,226.25
_191599016,225
_181500479,220
_181500014,218.18
_181500646,210
_181500398,206.25
_191599011,200
_181500099,190
_198420001,190
_181500815,180
_181500804,180
_181500026,158.18
_181500227,158.18
_181500409,150
_181500748,150
_181500296,150
_181500473,140
_181500359,139.09
_181500477,138.18
pushpak_sharma_1,120
_181500718,120
_181500436,110
sinha_anki28,109.09
_181500786,100
_181500810,100
_181500416,90
_198420003,90
_181500592,90
_191599015,90
_191599003,90
_181500094,80
_181500082,80
_181500494,70
_181500670,60
_181500141,60
nishantsingh5001,60
_181500826,40
_198420006,40
tiwariabhishek02,30
_181500455,30
Tribhuwansarasw1,30
_181500361,20
nishant_singh_m2,0
sanjesh_kumar_c1,0
_181500676,480
_181500814,480
_181500034,480
_181500015,476.25
_181500293,476.25
_181500207,476.25
_181500288,476.25
_181500140,476.25
_181500256,476.25
_181500735,476.25
_181500546,460
_181500215,456.25
_181500080,446.25
_181500443,436.25
_181500355,426.25
_181500249,420
_181500098,420
_181500052,420
_181500149,418
_181500031,416.25
_181500158,416.25
_181500069,412
